Model,Scenario,Region,Variable,Unit,year,value
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|CC|w/o CCS,GW/yr,2050,21.4
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST,GW/yr,2020,11.75
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST,GW/yr,2025,8.65
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST,GW/yr,2030,8.09
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST,GW/yr,2035,8.33
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST,GW/yr,2040,7.12
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST,GW/yr,2045,6.31
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST,GW/yr,2050,5.91
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST|w/o CCS,GW/yr,2020,11.75
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST|w/o CCS,GW/yr,2025,8.65
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST|w/o CCS,GW/yr,2030,8.09
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST|w/o CCS,GW/yr,2035,8.33
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST|w/o CCS,GW/yr,2040,7.12
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST|w/o CCS,GW/yr,2045,6.31
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|ST|w/o CCS,GW/yr,2050,5.91
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2025,0.04
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2030,0.5
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2035,0.93
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2040,1.38
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2045,1.93
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2050,2.93
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2020,44.71
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2025,40.03
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2030,38.03
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2035,37.26
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2040,33.37
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2045,29.93
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2050,27.3
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Geothermal,GW/yr,2020,0.84
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Geothermal,GW/yr,2025,1.1
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Geothermal,GW/yr,2030,1.41
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Geothermal,GW/yr,2035,1.48
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Geothermal,GW/yr,2040,1.53
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Geothermal,GW/yr,2045,1.23
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Geothermal,GW/yr,2050,1.11
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Nuclear,GW/yr,2020,19.46
