usproj_category,usproj_sector,usproj_source,usproj_subsource,region,gas,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Wastewater,Waste,Wastewater,Wastewater,USA,CH4,MMTCO2e,20.28,20.58,20.95,20.95,21.15,20.92,20.75,20.85,20.88,20.98,20.88,20.62,20.62,20.45,20.25,20.23,20.2,20.18,20.15,19.75,19.62,19.7,19.73,19.45,19.33,19.5,19.38,19.25,19.08,18.88,18.7,18.45,18.58,30.38,30.16,30.01,29.93,29.89,29.88,29.88,29.9,29.93,29.97,30,30.05,30.1,30.16,30.22,30.29,30.36,30.44,30.51,30.6,30.69,30.77,30.85,30.94,31.04,31.13,31.23,31.34
Wastewater,Waste,Wastewater,Wastewater,USA,N2O,MMTCO2e,16.69,16.99,17.28,17.58,18.18,18.18,18.48,18.48,19.07,19.67,19.97,19.67,19.97,20.26,20.26,20.26,20.86,20.86,20.56,20.56,20.86,21.16,21.75,22.05,22.05,22.35,22.65,23.24,23.84,24.14,25.03,24.73,24.73,48.11,48.24,48.37,48.51,48.64,48.77,48.91,49.04,49.18,49.31,49.45,49.58,49.72,49.85,49.99,50.12,50.26,50.39,50.53,50.67,50.8,50.94,51.08,51.21,51.35,51.49,51.63,51.76
WetlandsCoastal,LULUCF,Wetlands,WetlandsCoastal,USA,CH4,MMTCO2e,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsCoastal,LULUCF,Wetlands,WetlandsCoastal,USA,N2O,MMTCO2e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsConvertCarbonStock,LULUCF,Wetlands,WetlandsConvertCarbonStock,USA,CO2,MMTCO2e,4.1,3.9,3.7,3.3,3,2.8,2.7,2.5,2.2,1.8,1.6,1.3,1.2,1.1,1.1,1.1,1,1,0.7,0.7,0.7,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsConvertCoastal,LULUCF,Wetlands,WetlandsConvertCoastal,USA,CH4,MMTCO2e,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsConvertFlooded,LULUCF,Wetlands,WetlandsConvertFlooded,USA,CH4,MMTCO2e,2.9,2.7,2.5,2.3,2.1,1.9,1.8,1.6,1.4,1,0.9,0.7,0.5,0.5,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsFlooded,LULUCF,Wetlands,WetlandsFlooded,USA,CH4,MMTCO2e,42.3,42.4,42.5,42.7,42.8,42.9,43,43.1,43.3,43.5,43.6,43.8,43.9,43.9,43.9,44,44,44,44.1,44.1,44.1,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsPeatlands,LULUCF,Wetlands,WetlandsPeatlands,USA,CH4,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsPeatlands,LULUCF,Wetlands,WetlandsPeatlands,USA,N2O,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WetlandsRemainCarbonStock,LULUCF,Wetlands,WetlandsRemainCarbonStock,USA,CO2,MMTCO2e,-9.8,-9.9,-9.9,-9.8,-9.9,-9.8,-9.9,-9.8,-9.7,-9.6,-9.6,-8.9,-9,-9.1,-8.9,-9,-0.3,0.1,0.1,0.2,0.2,-9.9,-10.3,-10.3,-10.3,-10.4,-10.4,-10.3,-10.5,-10.5,-10.5,-10.6,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zinc,IPPU,Zinc,Zinc,USA,CO2,MMTCO2e,0.63,0.81,0.84,0.93,0.92,0.86,0.92,0.97,0.88,0.86,0.94,0.71,0.75,1.1,1.03,1.03,1.03,1.02,1.16,0.94,1.18,1.29,1.49,1.38,0.91,0.89,0.84,0.9,1,1.03,0.98,1.01,0.95,0.91,0.87,0.83,0.79,0.76,0.72,0.69,0.66,0.63,0.6,0.58,0.55,0.53,0.5,0.48,0.46,0.44,0.42,0.4,0.39,0.37,0.35,0.34,0.32,0.31,0.29,0.28,0.27
